Línea;Codigo;Descripción;Nivel
J&J DE COLOMBIA SA;21102;CR PEINAR J&J BABY SACHET*25ML PA10 LLV12;
J&J DE COLOMBIA SA;21103;OB ORIGINAL MEDIO *8UN;
J&J DE COLOMBIA SA;21107;STAYFREE ADAPT PLUS UD C/A*12UND *7UN;
J&J DE COLOMBIA SA;21112;LISTERINE COOLMINT ZERO*180ML PAG 4 LLV5;
J&J DE COLOMBIA SA;21113;STAYFREE ULTRADELGADA*12 PA5LLV7;
J&J DE COLOMBIA SA;21115;LISTERINE COOLMINT*180ML PG4 LLV5;
J&J DE COLOMBIA SA;21117;SUNDOWN 70 DISPLAY 12 SOBRES*8ML;
J&J DE COLOMBIA SA;21118;LUBRIDERM PIEL NORMAL*25ML RISTR*6UN;
J&J DE COLOMBIA SA;21119;LUBRIDERM PREVENCION*25ML RISTR*6UN;
J&J DE COLOMBIA SA;21122;STAYFREE ADAPT NOCH DIA PLUS*16UN;
J&J DE COLOMBIA SA;21124;LISTERINE COOLMINT *500ML;
LEVAPAN;26100;SALSA TOMATE DOYPACK*170GR;
LEVAPAN;26108;NECTAR PET MANZANA*200ML;
LEVAPAN;26115;GELATINA GELHADA MARACUYA*40GR;
LEVAPAN;26116;SALSA CON ESPECIAS MAESTRO*200GR;
LEVAPAN;26117;SALSA CON AJO MAESTRO*200GR;
LEVAPAN;26118;SALSA CON MAIZ MAESTRO*200GR;
LEVAPAN;26119;GELATINA GELHADA PACX*4 UNDS SURTIDA;
LEVAPAN;26120;ENSALADA DE LEGUMBRES*300G;
LEVAPAN;26121;ENSALADA DE LEGUMBRES*570G;
LEVAPAN;26122;FRIJOLES CON TOCINO *300G;
LEVAPAN;26123;FRIJOLES CON TOCINO*580G;
LEVAPAN;26124;LENTEJA SALCHICHA/PAPA*300G;
LEVAPAN;26125;MAYONESA ADEREZO DOYPACK*200GR;
LEVAPAN;26126;SALSA AJI RISTA *10GR *24 UDS;
LEVAPAN;26128;GELATINA GELHADA LIGTH FRESA*12GR;
LEVAPAN;26129;GELATINA GELHADA LIGH FRAMB*12GR;
LEVAPAN;26130;GELATINA GELHADA LIGHT LIMON*12GR;
LEVAPAN;26131;GELATINA GELHADA LIGHT MORA*12GR;
LEVAPAN;26132;GELATINA GELHADA CEREZA*826GR;
LEVAPAN;26133;GELATINA GELHADA MORA*826GR;
LEVAPAN;26134;GELATINA GELHADA LIMON*826GR;
LEVAPAN;26135;GELATINA GELHADA FRESA*826GR;
LEVAPAN;26136;GELATINA GELHADA PIÑA*826GR;
LEVAPAN;26138;SALSA CIRUELA Y MORA*200GR;
LEVAPAN;26139;GELATINA GELHADA CHICLE*40GR;
LEVAPAN;26140;AREQUIPE DOYPACK*250GR;
LEVAPAN;26141;LECHE CONDENSADA DOYPACK*250GR;
LEVAPAN;26142;GELATINA FRUTALITO PACX*3 UNDS SURTIDA;
LEVAPAN;26143;OF GELAT GELHADA*4UND*40GR GTS ANIMARCIANOS;
LEVAPAN;26144;COMPOTA PERA *160GR;
LEVAPAN;26145;COMPOTAS FRUTAS MIXTAS*160GR;
LEVAPAN;26146;VINAGRE BLANCO *3800CM3;
LEVAPAN;26147;COMPOTA MANZANA*160G;
LEVAPAN;26148;COMPOTA MANZANA *90G DOYPACK;
LEVAPAN;26149;COMPOTA PERA *90G DOYPACK;
LEVAPAN;26150;COMPOTA MANGO *90G DOYPACK;
HENKEL COLOMBIANA SAS;29100;IG VIT 4-0 TUBO-CASTAÑO MEDIANO;
HENKEL COLOMBIANA SAS;29101;IG VIT 1-9 TUBO-NEGRO VINO;
HENKEL COLOMBIANA SAS;29103;IG VIT 7-1 TUBO-RUBIO MEDIANO CENIZO;
HENKEL COLOMBIANA SAS;29104;IG VIT 8-77 TUBO-COBRIZO CLARO;
HENKEL COLOMBIANA SAS;29105;IG VIT 3-0 TUBO- CASTAÑO OSCURO;
HENKEL COLOMBIANA SAS;29106;IG VIT 8-00 TUBO- RUBIO CLARO;
HENKEL COLOMBIANA SAS;29107;IG VIT 9-1 TUBO-RUBIO EXTRA CLARO CENIZO;
HENKEL COLOMBIANA SAS;29109;IG VIT 6-34 TUBO-CHOCOLATE DORADO;
HENKEL COLOMBIANA SAS;29110;IG VIT 7-00 TUBO-RUBIO MEDIANO;
HENKEL COLOMBIANA SAS;29111;IG VIT 6-00 TUBO-RUBIO OSCURO;
HENKEL COLOMBIANA SAS;29112;IG VIT 5-0 TUBO-CASTAÑO CLARO;
HENKEL COLOMBIANA SAS;29113;IG VIT 8-1 TUBO-RUBIO CLARO CENIZO;
HENKEL COLOMBIANA SAS;29114;IG VIT 10-2 TUBO-RUBIO PLATINO;
HENKEL COLOMBIANA SAS;29115;SK ROOTRET DBLOND 120ML*3-RETOCA RAICES RUBIO OSCURO;
HENKEL COLOMBIANA SAS;29116;SK ROOTRET BLACK 120ML*3-RETOCA RAICES NEGRO;
HENKEL COLOMBIANA SAS;29117;SK ROOTRET MBROWN 120 ML*3-RETOCA RAICES CASTAÑO;
HENKEL COLOMBIANA SAS;29118;SK ROOTRET DBROWN 120ML*3-RETOCA RAICES CASTAÑO OSCURO;
HENKEL COLOMBIANA SAS;29119;SK ROOTRET DMAHOG 120ML*3-RETOCA RAICES CAOBA;
HENKEL COLOMBIANA SAS;29120;LOCION REVELAD 6% 20VOL SACHET*2UN;
HENKEL COLOMBIANA SAS;29121;LOCION REVELADO 9% 30 VOL SACHETS*2UN;
HENKEL COLOMBIANA SAS;29122;OXIGENTA PALETTE CC 30 VOL 50ML RETAIL;
HENKEL COLOMBIANA SAS;29123;OXIGENTA PALETTE CC 20 VOL 50ML RETAIL;
HENKEL COLOMBIANA SAS;29124;MATIZANTE PLUS 200ML -TRATAMIENTO PARA RUBIOS;
HENKEL COLOMBIANA SAS;29125;SH PARA RUBIOS MATIZANTE*200 ML;
HENKEL COLOMBIANA SAS;29126;GOT2B DRY SHAMPOO EXTRA FRESH*200ML;
HENKEL COLOMBIANA SAS;29127;GOT2B DRY SHAMPOO CHOCOLATE*200ML;
HENKEL COLOMBIANA SAS;29128;GOT2B DRY SHAMPOO EXTRA VOLUMEN*200ML;
HENKEL COLOMBIANA SAS;29129;OF LACA FIJACION NORMAL300ML+RPTO*175ML;
HENKEL COLOMBIANA SAS;29130;OF LACA FIJACION FUERTE 300ML+RPTO*175ML;
HENKEL COLOMBIANA SAS;29131;OF PAG3LLV4 GOT2B DRY SH*200ML (2CHOCOL+1FRESH+1VOLUMEN);
HENKEL COLOMBIANA SAS;29133;KONZIL TRATAM 3EN1 ULTRAREP*20ML*18SOB;
HENKEL COLOMBIANA SAS;29139;OF PALETTE PG5 LLV6 (1-0, 1-1, 6-99, 5-68, 3-0) 1-0;
HENKEL COLOMBIANA SAS;29141;OF KONZIL SH ULTRAREPARA*20ML*18UN+BALANCE CR CLINI MUJER*11.5G*18UN;
HENKEL COLOMBIANA SAS;29142;IG VIT 1-0 TUBO-NEGRO;
HENKEL COLOMBIANA SAS;29143;IG VIT 1-1 TUBO-NEGRO AZUL;
HENKEL COLOMBIANA SAS;29144;IG VIT 1-9 TUBO-NEGRO VINO;
HENKEL COLOMBIANA SAS;29145;IG VIT 3-0 TUBO- CASTAÑO OSCURO;
HENKEL COLOMBIANA SAS;29146;IG VIT 4-0 TUBO-CASTAÑO MEDIANO;
HENKEL COLOMBIANA SAS;29147;IG VIT 5-0 TUBO-CASTAÑO CLARO;
HENKEL COLOMBIANA SAS;29148;IG VIT 6-00 TUBO-RUBIO OSCURO;
HENKEL COLOMBIANA SAS;29149;IG VIT 6-34 TUBO-CHOCOLATE DORADO;
HENKEL COLOMBIANA SAS;29150;IG VIT 6-68 TUBO-CHOCOLATE;
HENKEL COLOMBIANA SAS;29151;IG VIT 6-88 TUBO-RUBI;
HENKEL COLOMBIANA SAS;29152;IG VIT 6-888 TUBO-RUBI APASIONADO;
HENKEL COLOMBIANA SAS;29153;IG VIT 7-00 TUBO-RUBIO MEDIANO;
HENKEL COLOMBIANA SAS;29154;IG VIT 7-1 TUBO-RUBIO MEDIANO CENIZO;
HENKEL COLOMBIANA SAS;29155;IG VIT 8-00 TUBO- RUBIO CLARO;
HENKEL COLOMBIANA SAS;29156;IG VIT 8-1 TUBO-RUBIO CLARO CENIZO;
HENKEL COLOMBIANA SAS;29157;IG VIT 8-77 TUBO-COBRIZO CLARO;
HENKEL COLOMBIANA SAS;29158;IG VIT 9-1 TUBO-RUBIO EXTRA CLARO CENIZO;
HENKEL COLOMBIANA SAS;29159;IG VIT 9-98 VIOLETA TUBO*50ML;
HENKEL COLOMBIANA SAS;29160;IG VIT 10-2 TUBO-RUBIO PLATINO;
HENKEL COLOMBIANA SAS;29161;MOCO GORILA HIPSTER*200GR;
HENKEL COLOMBIANA SAS;29162;MOCO GORILA PUNK*270GR;
HENKEL COLOMBIANA SAS;29163;MOCO GORILA PUNK*340GR;
HENKEL COLOMBIANA SAS;29164;MOCO GORILA ROCKERO*270GR;
HENKEL COLOMBIANA SAS;29165;MOCO GORILA ROCKERO*340GR;
HENKEL COLOMBIANA SAS;29166;LOCION REVELAD 6% 20VOL SACHET*2UN;
HENKEL COLOMBIANA SAS;29167;LOCION REVELADO 9% 30 VOL SACHETS*2UN;
HENKEL COLOMBIANA SAS;29170;2 BALANCE WOMEN ROLL ACLARADO*50GR P.E;
HENKEL COLOMBIANA SAS;29171;OF 6 PALETTE(1-0, 1-1, 3-0, 7-0, 8-1, 6-68) 10% DCTO;
ALIMENTOS POLAR COLOMBIA;30103;DOGOURMET CARNE PARRILLA*350GR;
ALIMENTOS POLAR COLOMBIA;30104;DOGOURMET CACHOR-LECHE*350GR;
ALIMENTOS POLAR COLOMBIA;30106;DOGOURMET PARRIMIXTA*25KL;
ALIMENTOS POLAR COLOMBIA;30107;DOGOURMET PARIILLA MIXTA *350GR;
ALIMENTOS POLAR COLOMBIA;30113;DOGOURMET PARRILLAMIXTA *2KL;
ALIMENTOS POLAR COLOMBIA;30117;QUAKER ARITOS CHOCOLATE*25GR RISTRA*6;
ALIMENTOS POLAR COLOMBIA;30121;QUAKER ARITOS CHOCOLATE*100GR;
ALIMENTOS POLAR COLOMBIA;30122;QUAKER AVENA HOJUELA *350GR;
ALIMENTOS POLAR COLOMBIA;30123;PAN HAR AREPAS CHOCLO*1000GR;
ALIMENTOS POLAR COLOMBIA;30125;DOGOURMET PARILLA MIXTA*1KL;
ALIMENTOS POLAR COLOMBIA;30136;OF 1 DOGOURMET PARRIMIXTA*25KL DCTO 7%;
ALIMENTOS POLAR COLOMBIA;30144;OF 1 DONKAT ADULTO*7KL 5%DCTO;
ALIMENTOS POLAR COLOMBIA;30145;OF 1 DONKAT GATICOS*7KL 5%DCTO;
ALIMENTOS POLAR COLOMBIA;30164;PAN HARINA MAIZ AMARILLO*1000GR;
ALIMENTOS POLAR COLOMBIA;30173;PANCHO AV HOJ*180GR;
ALIMENTOS POLAR COLOMBIA;30174;PANCHO AV MOLID*180GR;
ALIMENTOS POLAR COLOMBIA;30177;OF PAN HARINA BLANCA*500GR PAG 24 LLV25;
ALIMENTOS POLAR COLOMBIA;30178;QUAKER AVENA MOLIDA*400GR;
ALIMENTOS POLAR COLOMBIA;30179;PANCAKE AUNT JEMIMA SOLOLECH*100GR*4UN;
ALIMENTOS POLAR COLOMBIA;30182;RICAVENA QK*60GR DISPLAY*8UN;
ALIMENTOS POLAR COLOMBIA;30183;OF 1 DOGOURMET*25KG PARRIL MIXTA DCTO 5%;
ALIMENTOS POLAR COLOMBIA;30192;OF 1 DOGOURMET CARNE ADULTO *25KL DCTO 7%;
ALIMENTOS POLAR COLOMBIA;30194;OF 1 DOGOURMET CACHORRO LECHE*25KL 7% DCTO;
ALIMENTOS POLAR COLOMBIA;30195;OF 1 DOGOURMET CARNE ADUL*25KL DCTO 5%;
ALIMENTOS POLAR COLOMBIA;30203;OHMAIGAT JUGUETONES *8KL;
ALIMENTOS POLAR COLOMBIA;30205;QUAKER ARITOS AZUCARADOS*100GR;
ALIMENTOS POLAR COLOMBIA;30208;QK ARITOS AZUCARAD RIST*25GR*6UN;
ALIMENTOS POLAR COLOMBIA;30211;OF PROMASA BLANC*500GR PAG 24 LLV25;
ALIMENTOS POLAR COLOMBIA;30213;QK AVENA HOJUELA*400GR;
ALIMENTOS POLAR COLOMBIA;30215;OF 6 PAN HARINA BLANCA *500GR 5%DCTO;
ALIMENTOS POLAR COLOMBIA;30217;OF 6 PROMASA BLANCA *500GR 5%DCTO;
ALIMENTOS POLAR COLOMBIA;30218;SYRUP AUNT JEMIMA LITE 355ML;
ALIMENTOS POLAR COLOMBIA;30237;DOGOURMET CACHORROS TRICEREAL*350GR;
ALIMENTOS POLAR COLOMBIA;30241;DOG CACHORROS TRICEREAL 16 KL;
ALIMENTOS POLAR COLOMBIA;30256;QUAKER AVENA MOLIDA*115GR;
ALIMENTOS POLAR COLOMBIA;30260;QUAKER AVENA HOJUELA*115GR;
ALIMENTOS POLAR COLOMBIA;30271;RICAVENA QK ORIGINAL *180GR;
ALIMENTOS POLAR COLOMBIA;30272;1QK AV HOJ*400G+1PAN HAR BL*KL+1QK ARITOS AZUC*100GR P.E.;
ALIMENTOS POLAR COLOMBIA;30273;DOGOURMET PARILLA MIXTA*8KL;
ALIMENTOS POLAR COLOMBIA;30274;DOGOURMET CACHORROS TRICEREAL*1KG;
ALIMENTOS POLAR COLOMBIA;30276;OF 1 ARITOS AZUCARADI RISTA*6UN GTS 1AVENA QUAKER HOJULEA*115GR;
ALIMENTOS POLAR COLOMBIA;30286;PANCAKE AUNT JEMIMA SOLOLECH*250GR;
ALIMENTOS POLAR COLOMBIA;30294;DOG CACHORRO LECHE*16KL;
ALIMENTOS POLAR COLOMBIA;30297;OF 1 ARITOS CHOCOLATE RISTA*6UN GTS 1 AVENA QUAKER HOJUELA*115GR;
ALIMENTOS POLAR COLOMBIA;30300;PANCAKE AUNT JEMIMA ORIGINAL*300GR;
ALIMENTOS POLAR COLOMBIA;30307;DOGOURMET PAVO Y POLLO*1KG;
ALIMENTOS POLAR COLOMBIA;30308;DOGOURMET PAVO Y POLLO*2KG;
ALIMENTOS POLAR COLOMBIA;30309;DOGOURMET PAVO Y POLLO*8KG;
ALIMENTOS POLAR COLOMBIA;30310;DOGOURMET PAVO Y POLLO*25KG;
ALIMENTOS POLAR COLOMBIA;30311;DOGOURMET PAVO Y POLLO*350GR;
ALIMENTOS POLAR COLOMBIA;30314;OF 1 DOGOURMET PAVO Y POLLO*25KG DCTO 7%;
ALIMENTOS POLAR COLOMBIA;30315;PANCHO AVENA HOJUELA*1200GR;
ALIMENTOS POLAR COLOMBIA;30316;QUAKER AVENA HOJUELA *960GR;
ALIMENTOS POLAR COLOMBIA;30320;DOGOURMET CARNE ADULTO*1,2KL;
ALIMENTOS POLAR COLOMBIA;30323;PANCAKE AUNT JEMIMA AVENA*100GR*4UN;
ALIMENTOS POLAR COLOMBIA;30327;PANCAKE AUNT JEMIMA AVENA*275GR;
ALIMENTOS POLAR COLOMBIA;30337;BABY QUAKER BANANO*25GR*6 UND RISTA;
ALIMENTOS POLAR COLOMBIA;30338;BABY QUAKER BANANO*100GR*6 UND DISPLAY;
ALIMENTOS POLAR COLOMBIA;30339;BABY QUAKER MULTICEREAL*25GR*6UND RISTA;
ALIMENTOS POLAR COLOMBIA;30340;OF 1 BABY QK BANANO*25GR*6 + 1 BABY QK MUTIC*25GR*6 GTS 1 AV QK HJ 115;
ALIMENTOS POLAR COLOMBIA;30341;OF 6 BABY QUAKER BANANO*100GR DCTO 15%;
ALIMENTOS POLAR COLOMBIA;30342;BABY QUAKER MULTICEREAL*100GR*6 UND;
ALIMENTOS POLAR COLOMBIA;30343;OF 1 DONKAT ADULTO*7KL 10%DCTO;
ALIMENTOS POLAR COLOMBIA;30345;QUAKER AVENA HOJUELA*190GR;
ALIMENTOS POLAR COLOMBIA;30346;OF RICAVENA QK*60GR DISPL*8UN 15%DCTO;
ALIMENTOS POLAR COLOMBIA;30347;OF OMG 200GR (3 JUGUE+3 CASER) GTS 1 PAN HAR BCA*500;
ALIMENTOS POLAR COLOMBIA;30348;AVENA QK HOJUELAS*220GR PG6 LLV7;
ALIMENTOS POLAR COLOMBIA;30350;OF 12 QUAKER AVENA HOJUELA*190GR DCTO 20%;
ALIMENTOS POLAR COLOMBIA;30351;OF 6 QUAKER AVENA HOJUELA*190GR DCTO 15%;
ALIMENTOS POLAR COLOMBIA;30352;OF 1 PANCAKE AUNT JEMIMA SOLOLECH*100GR*4UN+1 BABY QK MULTICEREAL*25GR*6UND RISTA GTS QK AVENA HOJUELA*115GR;
ALIMENTOS POLAR COLOMBIA;30353;OF 1 PANCAKE AUNT JEMIMA SOLOLECH*100GR*4UN+1 BABY QK BANANO*25GR*6 RISTA;
ALIMENTOS POLAR COLOMBIA;30355;OF 1 BABY QUAKER BANANO*25GR*6UND RISTA DCTO 15%;
ALIMENTOS POLAR COLOMBIA;30356;OF 1 BABY QUAKER MULTICEREAL*25GR*6UND RISTA DCTO 15%;
ALIMENTOS POLAR COLOMBIA;30357;DOGOURMET CACHORROS TRICEREAL *2KL;
ALIMENTOS POLAR COLOMBIA;30358;OF 4 DOGO CARNE PARRILLA*350GR + 4 DONKAT ADULTO*500GR GTS 2 PAN HAR BLANCA*500;
ALIMENTOS POLAR COLOMBIA;30359;OF 2 DOGO CARNE PARRILLA*350GR+2 DOGO PAVO POLLO*350GR+4 DONKAT ADULTO*500GR GTS 2 PAN HAR BLANCA*500;
ALIMENTOS POLAR COLOMBIA AS;31107;DONKAN CARNE Y CEREAL ADUL*12KL;1,1
ALIMENTOS POLAR COLOMBIA AS;31108;DOGOURMET CARNE ADULTO*8KL;1,1
ALIMENTOS POLAR COLOMBIA AS;31110;DOGOURMET CARNE ADULTO*4KL;1,1
ALIMENTOS POLAR COLOMBIA AS;31111;QUAKER AVENA HOJUELA*400GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31115;DOGOURMET CACHOR LECHE*2KL;1,1
ALIMENTOS POLAR COLOMBIA AS;31116;DONKAT GATICOS *1KL;1,1
ALIMENTOS POLAR COLOMBIA AS;31125;OHMAIGAT CASEROS*1.5KL;1,1
ALIMENTOS POLAR COLOMBIA AS;31126;OHMAIGAT INQUIETOS*1.5KL;1,1
ALIMENTOS POLAR COLOMBIA AS;31127;OHMAIGAT SEDENTARIOS*1.5KL;1,1
ALIMENTOS POLAR COLOMBIA AS;31128;OHMAIGAT GATITOS JUGUET*1.5KL;1,1
ALIMENTOS POLAR COLOMBIA AS;31129;SYRUP AUNT JEMIMA LITE*355ML;1,1
ALIMENTOS POLAR COLOMBIA AS;31138;PANCHO AVENA MOLIDA*600GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31155;QUAKER ARITOS CHOCOLATE*25GR RISTRA*6;1,1
ALIMENTOS POLAR COLOMBIA AS;31156;QUAKER ARITOS CHOCOLATE*100GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31159;DOGOURMET PARRILL MIXTA*350GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31160;DOGOURMET PARRILLA MIXTA 25KL;1,1
ALIMENTOS POLAR COLOMBIA AS;31161;DOGOURMET CARNE PARRILLA*350GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31167;DOGOURMET CACHOR-LECHE*350GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31190;DOGOURMET PARRILLA MIXTA*2 KL;1,1
ALIMENTOS POLAR COLOMBIA AS;31198;OF QK ARITOS CHOCO RISTRA PAG4 LLV6 UNDS*25GR;
ALIMENTOS POLAR COLOMBIA AS;31252;PANCHO AV HOJ*180GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31253;PANCHO AV MOLID*180GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31254;PANCAKE AUNT JEMIMA SOLOLECH*100GR*4UN;1,1
ALIMENTOS POLAR COLOMBIA AS;31258;RICAVENA QK*60GR DISPLAY*8UN;1,1
ALIMENTOS POLAR COLOMBIA AS;31283;QK ARITOS AZUCARADITOS*25GR*6;1,1
ALIMENTOS POLAR COLOMBIA AS;31284;QUAKER ARITOS AZUCARADITOS*100GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31285;OF RICAVENA QK*60GR DISPL PAG6LLV8;
ALIMENTOS POLAR COLOMBIA AS;31304;OF QK ARITOS AZUCARAD RIST*25GR PAG4 LLV6 UN;
ALIMENTOS POLAR COLOMBIA AS;31321;RICAVENA QUAKER ORIGINAL*180GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31322;QUAKER AVENA MOLIDA*400GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31323;OF PANCAKE SOLOLECH*100GR PAG3 LLV4UN;
ALIMENTOS POLAR COLOMBIA AS;31337;DOG CACHORROS TRICEREAL *350GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31338;DOG CACHORROS TRICEREAL 16 KL;1,1
ALIMENTOS POLAR COLOMBIA AS;31350;OHMAIGAT GATITOS JUGUET*3KL;1,1
ALIMENTOS POLAR COLOMBIA AS;31369;DOGOURMET CACHORR TRICEREAL *1KL;1,1
ALIMENTOS POLAR COLOMBIA AS;31370;DOGOURMET CACHORROS TRICEREAL *2KL;1,1
ALIMENTOS POLAR COLOMBIA AS;31376;DOG CACHORRO LECHE*16KL;1,1
ALIMENTOS POLAR COLOMBIA AS;31379;PAN HARINA MAIZ AMARILLA*1000GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31417;QUAKER AVENA MOLIDA*115GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31419;QUAKER AVENA HOJUELA *115GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31442;OF 1 DONKAT ADULTO *7KL  DCTO 5%;
ALIMENTOS POLAR COLOMBIA AS;31449;OF PAN HARINA MAIZ BLANCA*1000GR PAG5 LLV6;
ALIMENTOS POLAR COLOMBIA AS;31450;OF PAN HARINA MAIZ BLANCA*500GR PAG5 LLV6;
ALIMENTOS POLAR COLOMBIA AS;31453;OF PROMASA BLANCA*1000GR PAG5 LLV6;
ALIMENTOS POLAR COLOMBIA AS;31454;OF PROMASA BLANCA*500GR PAG5 LLV6;
ALIMENTOS POLAR COLOMBIA AS;31471;OF DONKAN CARNE Y CEREALES*22KL DCTO 10%;
ALIMENTOS POLAR COLOMBIA AS;31487;PANCAKE AUNT JEMIMA SOLOLECH*250GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31490;DOGOURMET PARILLA MIXTA*1KL;1,1
ALIMENTOS POLAR COLOMBIA AS;31502;ANCHETA NUEVOS VENDEDORES TAT;1,1
ALIMENTOS POLAR COLOMBIA AS;31525;DOGOURMET PARRILLAMIXTA *8KL;1,1
ALIMENTOS POLAR COLOMBIA AS;31526;DOGOURMET PAVO Y POLLO*350GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31527;DOGOURMET PAVO Y POLLO*1KG;1,1
ALIMENTOS POLAR COLOMBIA AS;31528;DOGOURMET PAVO Y POLLO*2KG;1,1
ALIMENTOS POLAR COLOMBIA AS;31535;DOGOURMET PAVO Y POLLO*8KG;1,1
ALIMENTOS POLAR COLOMBIA AS;31541;PANCHO AVENA HOJUELA*1200GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31542;QUAKER AVENA HOJUELA *960GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31543;DOGOURMET PAVO Y POLLO*25KG;1,1
ALIMENTOS POLAR COLOMBIA AS;31544;OF 1 QK ARITOS AZUCARADITOS *25GR*6 UND GTS 1 PAN HARINA BLANCA*500GR;
ALIMENTOS POLAR COLOMBIA AS;31545;OF 1 QK ARITOS CHOCOLATE *25GR*6 UND GTS 1 PAN HARINA BLANCA*500GR;
ALIMENTOS POLAR COLOMBIA AS;31546;DOGOURMET CARNE ADULTO*1,2KL;1,1
ALIMENTOS POLAR COLOMBIA AS;31561;BABY QUAKER MULTICEREAL*100GR;
ALIMENTOS POLAR COLOMBIA AS;31562;PANCAKE AUNT JEMIMA AVENA*100GR*4UN;1,1
ALIMENTOS POLAR COLOMBIA AS;31567;DOGOURMET CARNE*2KL P.E.;1,1
ALIMENTOS POLAR COLOMBIA AS;31568;DOGOURMET CACHOR LECHE*2KL P.E.;1,1
ALIMENTOS POLAR COLOMBIA AS;31580;OF PANCHO HOJUELA *180GR PAG5 LLV6;
ALIMENTOS POLAR COLOMBIA AS;31584;PANCAKE AUNT JEMIMA AVENA*275GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31593;OF 2 OMG CASEROS*200GR + 2 OMG JUGUETONES*200GR GTS 2 DOG PAV POLLO*350GR;
ALIMENTOS POLAR COLOMBIA AS;31594;BABY QUAKER BANANO*25GR*6UND RISTA;1,1
ALIMENTOS POLAR COLOMBIA AS;31595;BABY QUAKER BANANO*100GR;
ALIMENTOS POLAR COLOMBIA AS;31596;BABY QUAKER MULTICEREAL*25GR*6UND RISTA;1,1
ALIMENTOS POLAR COLOMBIA AS;31599;OF 1 BABY QK BANANO*25GR*6 + 1 BABY QK MUTIC*25GR*6 GTS 2 AV QK HJ 115;1,1
ALIMENTOS POLAR COLOMBIA AS;31600;OF 6 BABY QUAKER BANANO*100GR DCTO 20%;1,1
ALIMENTOS POLAR COLOMBIA AS;31601;BABY QUAKER BANANO*100GR*6 DISPLAY;1,1
ALIMENTOS POLAR COLOMBIA AS;31602;OF DOG*350(3 POLLO+3PARRI+2TRICER) GTS 2CARNE*350GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31603;OF DOG*350(2POLLO+2PARRI+2TRICER) DCTO 15%;1,1
ALIMENTOS POLAR COLOMBIA AS;31604;OF DOGOURMET PAVO Y POLLO*25KG DCTO 10%;1,1
ALIMENTOS POLAR COLOMBIA AS;31605;OF DOGOURMET CARNE ADULTO 25KG DCTO 10%;1,1
ALIMENTOS POLAR COLOMBIA AS;31606;OF DOGOURMET PARRILLA MIXTA 25KG DCTO10%;1,1
ALIMENTOS POLAR COLOMBIA AS;31607;OF DOGOURMET CACHORROS LECHE 25KG DCTO10%;1,1
ALIMENTOS POLAR COLOMBIA AS;31608;OF DOGOURMET CARNE ADULTO*8KL DCTO10%;1,1
ALIMENTOS POLAR COLOMBIA AS;31609;QUAKER AVENA HOJUELA *190GR;1,1
ALIMENTOS POLAR COLOMBIA AS;31610;OF 12 QK AV HOJ*190GR DCTO 25%;1,1
ALIMENTOS POLAR COLOMBIA AS;31611;OF 6 QK AV HOJ*190GR DCTO 20%;1,1
ALIMENTOS POLAR COLOMBIA AS;31612;DOGOURMET PARRILLA MIXTA*2 KL P.E;1,1
ALIMENTOS POLAR COLOMBIA AS;31613;DOGOURMET CACHORROS TRICEREAL*2KL P.E;1,1
ALIMENTOS POLAR COLOMBIA AS;31614;DOGOURMET PAVO Y POLLO*2KG P.E;1,1
ALIMENTOS POLAR COLOMBIA AS;31617;OF 1 DONKAT ADULTO*7KL DCTO 7%;
ALIMENTOS POLAR COLOMBIA AS;31618;OF 1 DONKAT GATICOS*7KL DCTO 7%;
ALIMENTOS POLAR COLOMBIA AS;31619;BABY QUAKER MULTICEREAL*200GR;
ALIMENTOS POLAR COLOMBIA AS;31620;OF AV QK HOJ*115GR PAG 5 LLV 6;
ALIMENTOS POLAR COLOMBIA AS;31621;OF OMG 200GR (4 JUGUE+2 CASER+2 SEDEN+2 INQUIE)DCTO 20%;
ALIMENTOS POLAR COLOMBIA AS;31622;OF OMG 200GR (3 JUGUETONES+3 CASEROS)DCTO 15%;
ALIMENTOS POLAR COLOMBIA AS;31623;OF OMG 200GR (2 JUGUE+2 CASER) GTS 2 PAN HAR BCA*500;
ALIMENTOS POLAR COLOMBIA AS;31624;OHMAIGAT CASEROS *16KL;
